发震时刻,经度,纬度,深度（千米）,参考位置,震级
2022/1/23 10:21,97.37 ,38.44 ,8,青海海西州德令哈市,5.8
2022/1/18 6:59,94.28 ,29.15 ,50,西藏林芝市米林县,4.8
2022/1/16 16:15,122.27 ,24.17 ,30,台湾花莲县海域,4.9
2022/1/12 20:16,101.42 ,37.75 ,10,青海海北州门源县,4.8
2022/1/12 18:20,101.49 ,37.69 ,10,青海海北州门源县,5.2
2022/1/8 2:09,101.24 ,37.78 ,12,青海海北州门源县,5.1
2022/1/8 1:45,101.26 ,37.77 ,10,青海海北州门源县,6.9
2022/1/4 12:45,82.13 ,43.36 ,21,新疆伊犁州巩留县,4.8
2022/1/4 7:17,122.35 ,24.02 ,14,台湾花莲县海域,4.8
2022/1/3 17:46,122.39 ,24.00 ,15,台湾花莲县海域,6.4
2022/1/2 15:02,100.65 ,27.79 ,10,云南丽江市宁蒗县,5.5
2021/12/30 14:47,122.50 ,23.90 ,20,台湾花莲县海域,5.1
2021/12/30 5:30,94.67 ,36.92 ,10,青海海西州格尔木市,4.9
2021/12/27 21:31,74.89 ,35.38 ,10,克什米尔,5.5
2021/12/26 16:26,125.60 ,25.15 ,20,琉球群岛西南部,5.9
2021/12/24 21:43,101.69 ,22.33 ,15,老挝,6
2021/12/19 7:54,92.73 ,38.95 ,10,青海海西州茫崖市,5.3
2021/12/9 10:05,129.50 ,29.30 ,10,琉球群岛,5.8
2021/12/6 14:26,100.58 ,34.21 ,9,青海果洛州甘德县,4.7
2021/11/30 21:53,87.94 ,31.76 ,10,西藏那曲市双湖县,5.8
2021/11/24 17:55,122.33 ,24.03 ,20,台湾花莲县海域,4.8
2021/11/17 23:36,104.75 ,28.14 ,13,四川宜宾市珙县,4.7
2021/11/17 13:54,121.19 ,33.50 ,17,江苏盐城市大丰区海域,5
2021/11/17 10:25,122.25 ,24.80 ,10,台湾宜兰县海域,4.7
2021/11/14 21:05,122.02 ,24.58 ,50,台湾宜兰县海域,4.8
2021/11/10 23:45,126.55 ,23.50 ,10,琉球群岛东南部,6.5
2021/10/27 1:47,83.88 ,42.34 ,9,新疆阿克苏地区库车市,4.7
2021/10/24 13:11,121.80 ,24.55 ,60,台湾宜兰县,6.3
2021/10/23 11:16,121.69 ,24.09 ,10,台湾花莲县海域,4.9
2021/10/15 5:10,120.24 ,44.20 ,10,内蒙古赤峰市阿鲁科尔沁旗,4.7
2021/10/6 1:30,125.05 ,25.65 ,10,琉球群岛西南部,5.2
2021/9/26 6:21,121.67 ,24.47 ,20,台湾宜兰县,4.8
2021/9/18 6:06,73.48 ,38.42 ,120,塔吉克斯坦,5.1
2021/9/16 4:33,105.34 ,29.20 ,10,四川泸州市泸县,6
2021/9/6 22:00,122.07 ,23.90 ,21,台湾花莲县海域,5.2
2021/9/5 1:52,77.85 ,37.79 ,10,新疆喀什地区叶城县,5
2021/9/4 9:54,77.96 ,37.87 ,7,新疆和田地区皮山县,5.1
2021/9/4 9:28,77.87 ,37.89 ,8,新疆喀什地区叶城县,4.8
2021/9/3 21:30,104.92 ,28.09 ,15,四川宜宾市珙县,4.8
2021/8/26 7:38,95.50 ,38.88 ,15,甘肃酒泉市阿克塞县,5.5
2021/8/13 12:21,97.54 ,34.58 ,8,青海果洛州玛多县,5.8
2021/8/11 6:35,98.29 ,34.68 ,11,青海果洛州玛多县,4.7
2021/8/9 18:51,75.95 ,40.09 ,15,新疆克孜勒苏州阿图什市,4.8
2021/8/6 19:12,121.31 ,23.15 ,10,台湾花莲县,5.1
2021/8/6 16:11,122.30 ,24.76 ,20,台湾宜兰县海域,5.4
2021/8/5 5:50,122.31 ,24.82 ,10,台湾宜兰县海域,5.8
2021/8/4 19:12,106.71 ,23.38 ,10,广西百色市德保县,4.8
2021/7/30 7:09,73.14 ,38.68 ,20,塔吉克斯坦,5
2021/7/14 23:36,103.37 ,30.97 ,15,四川阿坝州汶川县,4.8
2021/7/14 7:45,121.67 ,23.94 ,10,台湾花莲县海域,4.8
2021/7/14 6:52,121.73 ,23.89 ,10,台湾花莲县海域,5.2
2021/7/8 21:23,98.00 ,34.74 ,10,青海果洛州玛多县,4.9
2021/7/8 6:11,121.68 ,23.88 ,10,台湾花莲县海域,5.1
2021/7/7 19:24,121.66 ,23.88 ,9,台湾花莲县海域,5.3
2021/6/25 9:42,83.45 ,41.12 ,10,新疆阿克苏地区库车市,4.7
2021/6/16 16:48,93.81 ,38.14 ,10,青海海西州茫崖市,5.8
2021/6/12 18:00,97.89 ,24.96 ,16,云南德宏州盈江县,5
2021/6/12 5:58,121.14 ,22.64 ,10,台湾台东县海域,4.9
2021/6/11 15:33,121.55 ,23.88 ,10,台湾花莲县,5.3
2021/6/11 13:12,121.58 ,23.91 ,8,台湾花莲县,4.9
2021/6/10 19:46,101.91 ,24.34 ,8,云南楚雄州双柏县,5.1
2021/6/3 13:55,97.90 ,34.75 ,10,青海果洛州玛多县,4.9
2021/5/30 14:55,98.48 ,34.65 ,9,青海果洛州玛多县,4.9
2021/5/30 12:50,98.31 ,34.67 ,9,青海果洛州玛多县,4.9
2021/5/27 21:06,99.17 ,34.46 ,8,青海果洛州玛沁县,4.9
2021/5/22 15:06,98.92 ,34.51 ,10,青海果洛州玛沁县,4.8
2021/5/22 11:21,98.07 ,34.72 ,10,青海果洛州玛多县,4.7
2021/5/22 10:38,98.94 ,34.55 ,10,青海果洛州玛沁县,4.9
2021/5/22 10:29,97.50 ,34.85 ,10,青海果洛州玛多县,5.1
2021/5/22 2:04,98.34 ,34.59 ,17,青海果洛州玛多县,7.4
2021/5/21 22:31,99.97 ,25.59 ,8,云南大理州漾濞县,5.2
2021/5/21 21:56,99.95 ,25.64 ,8,云南大理州漾濞县,4.9
2021/5/21 21:55,99.89 ,25.67 ,8,云南大理州漾濞县,5
2021/5/21 21:48,99.87 ,25.67 ,8,云南大理州漾濞县,6.4
2021/5/21 21:21,99.92 ,25.63 ,10,云南大理州漾濞县,5.6
2021/5/13 11:42,99.24 ,24.43 ,8,云南保山市施甸县,4.7
2021/5/3 13:07,123.95 ,25.65 ,200,琉球群岛,5.5
2021/4/28 10:21,92.50 ,26.76 ,10,印度,6.2
2021/4/18 22:14,121.43 ,23.94 ,5,台湾花莲县,6.1
2021/4/18 22:11,121.53 ,23.92 ,7,台湾花莲县,5.6
2021/4/7 5:48,92.84 ,31.89 ,10,西藏那曲市比如县,4.7
2021/3/30 1:27,87.68 ,34.38 ,10,西藏那曲市双湖县,5.8
2021/3/27 7:08,83.22 ,40.77 ,10,新疆阿克苏地区沙雅县,4.8
2021/3/27 6:02,125.10 ,26.00 ,130,琉球群岛西南部,6.1
2021/3/27 3:02,92.71 ,27.54 ,25,西藏山南市错那县,4.8
2021/3/24 5:14,81.11 ,41.70 ,10,新疆阿克苏地区拜城县,5.4
2021/3/20 23:30,83.49 ,34.70 ,10,西藏阿里地区改则县,4.7
2021/3/19 14:11,92.74 ,31.94 ,10,西藏那曲市比如县,6.1
2021/3/2 17:23,121.17 ,21.92 ,20,台湾屏东县海域,5.3
2021/2/9 0:58,122.12 ,24.32 ,20,台湾宜兰县海域,5.3
2021/2/7 1:36,122.50 ,24.65 ,70,台湾宜兰县海域,5.2
2021/2/2 10:31,87.50 ,28.55 ,10,西藏日喀则市定日县,4.7
2021/1/23 9:59,104.22 ,28.18 ,10,云南昭通市盐津县,4.7
2021/1/17 7:10,121.44 ,22.44 ,20,台湾台东县海域,5.1
2021/1/11 8:24,124.50 ,25.55 ,150,琉球群岛,5
2021/1/9 19:35,122.21 ,24.70 ,80,台湾宜兰县海域,5.1
2020/12/10 21:19,121.99 ,24.74 ,80,台湾宜兰县海域,5.8
2020/12/10 13:29,121.66 ,23.44 ,18,台湾花莲县海域,4.7
2020/11/6 9:40,122.16 ,23.13 ,15,台湾台东县海域,4.9
2020/11/6 2:36,121.45 ,22.58 ,17,台湾台东县海域,4.7
2020/10/22 11:03,104.18 ,31.83 ,20,四川绵阳市北川县,4.7
2020/10/17 23:03,120.35 ,23.33 ,12,台湾台南市,4.9
2020/10/6 7:43,79.12 ,34.08 ,10,西藏阿里地区日土县,4.9
2020/9/30 12:37,122.14 ,24.85 ,116,台湾宜兰县海域,5
2020/9/29 9:14,121.06 ,22.31 ,14,台湾台东县海域,4.8
2020/9/29 4:50,121.10 ,22.29 ,13,台湾台东县海域,5
2020/9/25 18:57,78.10 ,34.26 ,10,克什米尔,5.3
2020/9/13 1:19,83.75 ,41.32 ,10,新疆阿克苏地区库车市,4.9
2020/8/8 8:35,87.67 ,43.23 ,20,新疆吐鲁番市托克逊县,4.8
2020/7/26 20:52,122.48 ,24.27 ,50,台湾花莲县海域,5.5
2020/7/23 18:50,86.86 ,33.16 ,10,西藏那曲市尼玛县,4.8
2020/7/23 4:07,86.81 ,33.19 ,10,西藏那曲市尼玛县,6.6
2020/7/13 9:28,80.82 ,44.42 ,15,新疆伊犁州霍城县,5
2020/7/12 6:38,118.44 ,39.78 ,10,河北唐山市古冶区,5.1
2020/6/29 20:52,122.34 ,24.30 ,60,台湾宜兰县海域,4.7
2020/6/26 5:17,82.41 ,35.73 ,8,新疆和田地区于田县,4.7
2020/6/26 5:05,82.33 ,35.73 ,10,新疆和田地区于田县,6.4
2020/6/19 8:26,123.24 ,24.90 ,10,琉球群岛,5.3
2020/6/14 4:18,122.41 ,24.29 ,27,台湾宜兰县海域,5.5
2020/6/13 23:51,128.42 ,28.80 ,150,琉球群岛,6.7
2020/5/25 6:31,122.18 ,24.28 ,10,台湾宜兰县海域,4.8
2020/5/23 2:38,85.61 ,32.84 ,7,西藏阿里地区改则县,4.7
2020/5/22 21:44,85.68 ,32.93 ,7,西藏阿里地区改则县,4.8
2020/5/18 21:47,103.16 ,27.18 ,8,云南昭通市巧家县,5
2020/5/9 23:35,78.76 ,40.77 ,15,新疆阿克苏地区柯坪县,5.2
2020/5/6 18:51,74.10 ,39.71 ,10,新疆克孜勒苏州乌恰县,5
2020/5/3 11:24,121.60 ,23.29 ,40,台湾台东县海域,5.4
2020/4/16 6:29,83.21 ,40.81 ,10,新疆阿克苏地区沙雅县,4.7
2020/4/1 20:23,98.92 ,33.04 ,10,四川甘孜州石渠县,5.6
2020/3/23 3:21,81.11 ,41.75 ,10,新疆阿克苏地区拜城县,5
2020/3/20 9:33,87.42 ,28.63 ,10,西藏日喀则市定日县,5.9
2020/3/12 23:44,85.55 ,32.88 ,10,西藏阿里地区改则县,5.1
2020/3/10 2:12,85.52 ,32.84 ,10,西藏阿里地区改则县,5
2020/2/25 19:14,121.45 ,24.42 ,15,台湾宜兰县,4.9
2020/2/21 23:39,77.47 ,39.87 ,10,新疆喀什地区伽师县,5.1
2020/2/21 2:01,85.68 ,34.56 ,9,西藏阿里地区改则县,5
2020/2/15 19:05,121.53 ,23.86 ,10,台湾花莲县,4.7
2020/2/15 19:00,121.49 ,23.95 ,10,台湾花莲县,5.4
2020/2/15 11:31,79.32 ,41.85 ,15,吉尔吉斯斯坦,5
2020/2/3 0:05,104.46 ,30.74 ,21,四川成都市青白江区,5.1
2020/1/29 7:39,126.60 ,27.16 ,10,东海海域,5.3
2020/1/25 6:56,95.09 ,31.98 ,10,西藏昌都市丁青县,5.1
2020/1/19 22:55,77.44 ,39.88 ,18,新疆克孜勒苏州阿图什市,4.7
2020/1/19 22:23,77.46 ,39.89 ,14,新疆克孜勒苏州阿图什市,5.2
2020/1/19 21:27,77.21 ,39.83 ,16,新疆喀什地区伽师县,6.4
2020/1/18 0:05,77.18 ,39.83 ,20,新疆喀什地区伽师县,5.4
2020/1/16 16:32,83.60 ,41.21 ,16,新疆阿克苏地区库车市,5.6
2020/1/1 3:10,121.73 ,24.06 ,13,台湾花莲县海域,4.7
2019/12/31 1:50,74.65 ,35.51 ,30,克什米尔地区,5.1
2019/12/31 1:18,74.55 ,35.65 ,30,克什米尔地区,5.5
2019/12/26 18:36,113.40 ,30.87 ,10,湖北孝感市应城市,4.9
2019/12/18 8:14,104.82 ,29.59 ,14,四川内江市资中县,5.2
2019/12/5 10:46,81.65 ,41.73 ,15,新疆阿克苏地区拜城县,4.9
2019/11/25 9:18,106.65 ,22.89 ,10,广西百色市靖西市,5.2
2019/10/28 1:56,102.69 ,35.10 ,10,甘肃甘南州夏河县,5.7
2019/10/27 13:29,78.82 ,41.21 ,11,新疆阿克苏地区乌什县,5
2019/10/17 19:44,122.58 ,24.02 ,16,台湾花莲县海域,5.1
2019/10/12 22:55,110.51 ,22.18 ,10,广西玉林市北流市,5.2
2019/10/2 20:04,108.38 ,28.40 ,10,贵州铜仁市沿河县,4.9
2019/9/27 18:58,88.78 ,37.84 ,10,新疆巴音郭楞州若羌县,4.8
2019/9/16 20:48,100.35 ,38.60 ,11,甘肃张掖市甘州区,5
2019/9/8 6:42,104.79 ,29.55 ,10,四川内江市威远县,5.4
2019/9/5 21:58,116.16 ,14.77 ,20,南海海域,5.2
2019/8/18 12:05,121.57 ,23.74 ,6,台湾花莲县,5
2019/8/9 15:23,101.59 ,37.69 ,9,青海海北州门源县,4.9
2019/8/8 5:28,121.96 ,24.52 ,30,台湾宜兰县海域,6.4
2019/8/6 9:19,121.70 ,23.61 ,13,台湾花莲县海域,4.9
2019/8/3 6:24,121.58 ,23.63 ,5,台湾花莲县海域,4.8
2019/7/23 4:46,124.36 ,25.08 ,130,琉球群岛西南部,5
2019/7/22 12:06,120.74 ,20.96 ,30,台湾屏东县海域,4.7
2019/7/21 20:23,100.62 ,26.16 ,10,云南丽江市永胜县,4.9
2019/7/20 6:54,92.86 ,27.76 ,10,西藏山南市错那县,4.8
2019/7/19 17:22,92.89 ,27.67 ,10,西藏山南市错那县,5.6
2019/7/13 8:57,128.26 ,29.15 ,230,东海海域,6
2019/7/4 10:17,104.74 ,28.41 ,8,四川宜宾市珙县,5.6
2019/7/3 12:26,104.85 ,28.40 ,10,四川宜宾市长宁县,4.8
2019/6/30 3:44,122.31 ,22.43 ,30,台湾台东县海域,4.8
2019/6/24 21:24,101.67 ,24.98 ,10,云南楚雄州楚雄市,4.7
2019/6/22 22:29,104.77 ,28.43 ,10,四川宜宾市珙县,5.4
2019/6/18 7:34,104.89 ,28.37 ,17,四川宜宾市长宁县,5.3
2019/6/17 23:36,104.77 ,28.43 ,16,四川宜宾市珙县,5.1
2019/6/17 22:55,104.90 ,28.34 ,16,四川宜宾市长宁县,6
2019/6/4 17:46,121.75 ,22.82 ,9,台湾台东县海域,5.8
2019/5/18 6:24,124.75 ,45.30 ,10,吉林松原市宁江区,5.1
2019/5/16 4:33,103.53 ,28.07 ,10,云南昭通市永善县,4.7
2019/4/28 4:27,97.45 ,39.19 ,10,甘肃张掖市肃南县,4.8
2019/4/24 4:15,94.61 ,28.40 ,10,西藏林芝市墨脱县,6.3
2019/4/18 13:01,121.65 ,24.02 ,24,台湾花莲县海域,6.7
2019/4/9 23:13,121.61 ,23.96 ,10,台湾花莲县海域,5
2019/4/8 12:12,129.50 ,26.30 ,20,琉球群岛,5.2
2019/4/4 9:56,120.85 ,23.00 ,10,台湾台东县,5.1
2019/4/3 9:52,120.87 ,22.95 ,12,台湾台东县,5.7
2019/3/28 5:36,90.89 ,38.28 ,9,青海海西州茫崖市,5
2019/3/8 10:32,121.34 ,22.46 ,11,台湾台东县海域,5.3
2019/2/25 13:15,104.49 ,29.48 ,5,四川自贡市荣县,4.9
2019/2/24 5:38,104.49 ,29.47 ,5,四川自贡市荣县,4.7
2019/2/16 18:01,125.05 ,25.20 ,10,琉球群岛西南部,5
2019/2/2 5:54,83.34 ,46.73 ,16,新疆塔城地区塔城市,5.2
2019/1/30 13:21,122.43 ,23.77 ,20,台湾花莲县海域,5.2
2019/1/20 22:28,87.77 ,30.09 ,10,西藏日喀则市谢通门县,5
2019/1/12 12:32,75.59 ,39.57 ,10,新疆喀什地区疏附县,5.1
2019/1/8 20:16,121.64 ,23.20 ,30,台湾台东县海域,4.7
2019/1/7 0:22,77.66 ,39.92 ,10,新疆喀什地区伽师县,4.8
2019/1/3 8:48,104.86 ,28.20 ,15,四川宜宾市珙县,5.3
2018/12/24 3:32,87.64 ,30.32 ,8,西藏日喀则市谢通门县,5.8
2018/12/20 19:08,74.75 ,39.08 ,10,新疆克孜勒苏州阿克陶县,5.2
2018/12/16 12:46,104.95 ,28.24 ,12,四川宜宾市兴文县,5.7
2018/12/16 5:21,121.80 ,23.71 ,26,台湾花莲县海域,5.2
2018/12/13 23:32,98.81 ,29.62 ,8,西藏昌都市芒康县,4.9
2018/12/9 23:15,121.57 ,24.02 ,21,台湾花莲县,4.8
2018/11/26 7:57,118.60 ,23.28 ,20,台湾海峡,6.2
2018/11/25 20:23,81.50 ,44.68 ,22,新疆博尔塔拉州博乐市,4.9
2018/11/8 5:05,122.55 ,22.80 ,30,台湾台东县海域,4.8
2018/11/4 5:36,77.63 ,40.24 ,22,新疆克孜勒苏州阿图什市,5.1
2018/11/1 7:09,87.74 ,30.33 ,5,西藏日喀则市谢通门县,4.8
2018/10/31 16:29,102.08 ,27.70 ,19,四川凉山州西昌市,5.1
2018/10/30 10:22,75.12 ,39.45 ,10,新疆克孜勒苏州乌恰县,4.7
2018/10/24 0:04,122.68 ,24.01 ,30,台湾花莲县海域,5.7
2018/10/23 12:34,122.65 ,24.01 ,30,台湾花莲县海域,6
2018/10/19 21:25,74.11 ,38.32 ,160,塔吉克斯坦,5.1
2018/10/18 15:52,89.18 ,33.48 ,18,西藏那曲市双湖县,4.8
2018/10/16 10:10,82.53 ,44.19 ,10,新疆博尔塔拉州精河县,5.4
2018/9/28 5:13,80.71 ,34.27 ,6,西藏阿里地区日土县,5.1
2018/9/12 19:06,105.69 ,32.75 ,11,陕西汉中市宁强县,5.3
2018/9/8 10:35,101.60 ,23.28 ,15,云南普洱市墨江县,4.7
2018/9/8 10:31,101.53 ,23.28 ,11,云南普洱市墨江县,5.9
2018/9/4 5:52,76.98 ,39.51 ,8,新疆喀什地区伽师县,5.5
2018/9/4 5:51,77.00 ,39.51 ,7,新疆喀什地区伽师县,4.7
2018/8/18 8:15,120.94 ,24.06 ,10,台湾南投县,4.7
2018/8/18 7:43,86.39 ,43.81 ,7,新疆昌吉州呼图壁县,4.8
2018/8/14 3:50,102.71 ,24.19 ,6,云南玉溪市通海县,5
2018/8/13 1:44,102.71 ,24.19 ,7,云南玉溪市通海县,5
2018/8/9 16:01,119.96 ,20.98 ,15,台湾屏东县海域,4.7
2018/8/4 12:04,81.11 ,35.19 ,10,西藏阿里地区日土县,5.2
2018/8/3 9:34,92.33 ,34.90 ,10,青海玉树州治多县,5.1
2018/7/14 2:38,121.25 ,22.96 ,4,台湾台东县,4.7
2018/7/13 3:46,73.53 ,38.37 ,120,塔吉克斯坦,5.2
2018/6/7 2:15,78.44 ,35.92 ,7,新疆和田地区皮山县,4.9
2018/5/31 9:03,121.34 ,22.77 ,9,台湾台东县海域,4.9
2018/5/28 1:50,124.71 ,45.27 ,13,吉林松原市宁江区,5.7
2018/5/6 17:23,96.53 ,34.56 ,9,青海玉树州称多县,5.3
2018/5/5 0:37,96.60 ,34.55 ,8,青海玉树州称多县,4.8
2018/5/2 7:47,122.29 ,23.97 ,15,台湾花莲县海域,5.2
2018/4/5 23:08,87.65 ,41.10 ,12,新疆巴音郭楞州尉犁县,4.9
2018/4/3 16:14,74.30 ,39.77 ,9,新疆克孜勒苏州乌恰县,4.9
2018/3/29 8:17,120.97 ,24.08 ,6,台湾南投县,4.9
2018/3/20 17:22,120.52 ,23.33 ,14,台湾台南市,5.1
2018/2/26 2:28,121.97 ,24.43 ,17,台湾宜兰县海域,5
2018/2/22 7:10,121.66 ,23.50 ,26,台湾花莲县附近海域,4.9
2018/2/19 22:47,121.63 ,24.61 ,59,台湾宜兰县,4.9
2018/2/9 22:58,100.89 ,22.32 ,12,云南西双版纳州景洪市,4.9
2018/2/8 8:54,121.62 ,23.94 ,8,台湾花莲县附近海域,4.9
2018/2/7 23:21,121.79 ,24.07 ,12,台湾花莲县海域,6.1
2018/2/7 21:06,121.78 ,24.07 ,11,台湾花莲县附近海域,4.8
2018/2/7 19:13,121.79 ,23.98 ,13,台湾花莲县海域,5
2018/2/7 11:36,121.74 ,24.05 ,11,台湾花莲县附近海域,4.8
2018/2/7 10:18,121.71 ,24.07 ,8,台湾花莲县附近海域,4.8
2018/2/7 3:15,121.69 ,24.02 ,10,台湾花莲县海域,5.9
2018/2/7 2:07,121.68 ,24.05 ,10,台湾花莲县海域,5.2
2018/2/7 2:00,121.74 ,24.10 ,10,台湾花莲县海域,5.2
2018/2/6 23:50,121.71 ,24.13 ,11,台湾花莲县海域,6.5
2018/2/6 13:09,121.75 ,24.16 ,7,台湾花莲县附近海域,4.8
2018/2/5 23:58,121.70 ,24.08 ,7,台湾花莲县附近海域,4.8
2018/2/4 22:13,121.75 ,24.16 ,10,台湾花莲县海域,5.5
2018/2/4 21:56,121.72 ,24.20 ,10,台湾花莲县海域,6.4
2018/2/4 21:12,121.90 ,24.15 ,7,台湾花莲县附近海域,4.7
2018/1/20 21:50,87.42 ,43.57 ,24,新疆乌鲁木齐市乌鲁木齐县,4.8
2017/12/20 1:40,95.08 ,29.88 ,6,西藏林芝市巴宜区,5
2017/12/15 2:54,101.87 ,35.13 ,7,青海黄南州泽库县,4.9
2017/12/7 7:29,77.46 ,35.69 ,87,新疆喀什地区叶城县,5.2
2017/11/23 17:43,107.94 ,29.40 ,10,重庆武隆区,5
2017/11/22 22:20,120.60 ,23.71 ,16,台湾云林县,5.2
2017/11/21 2:26,86.57 ,35.36 ,6,西藏那曲地区尼玛县,4.7
2017/11/18 8:31,94.92 ,29.88 ,6,西藏林芝市巴宜区,5
2017/11/18 6:34,95.02 ,29.75 ,10,西藏林芝市米林县,6.9
2017/11/11 20:22,120.69 ,23.68 ,20,台湾南投县,5
2017/11/4 7:34,121.59 ,23.62 ,13,台湾花莲县海域,4.7
2017/11/3 10:49,120.98 ,23.01 ,6,台湾台东县,4.9
2017/10/30 7:15,122.16 ,24.13 ,29,台湾花莲县海域,4.7
2017/9/30 14:14,105.00 ,32.27 ,13,四川广元市青川县,5.4
2017/9/20 22:29,121.85 ,23.35 ,15,台湾花莲县海域,5.5
2017/9/16 18:11,83.43 ,42.11 ,6,新疆阿克苏地区库车市,5.7
2017/8/16 20:51,127.94 ,28.69 ,180,东海海域,5.7
2017/8/9 10:17,103.86 ,33.16 ,26,四川阿坝州九寨沟县,4.8
2017/8/9 7:44,82.76 ,44.31 ,8,新疆博尔塔拉州精河县,4.7
2017/8/9 7:27,82.89 ,44.27 ,11,新疆博尔塔拉州精河县,6.6
2017/8/8 21:19,103.82 ,33.20 ,20,四川阿坝州九寨沟县,7
2017/7/23 7:13,124.81 ,45.30 ,12,吉林松原市宁江区,4.9
2017/7/17 6:55,105.36 ,32.38 ,21,四川广元市青川县,4.9
2017/6/14 3:38,91.20 ,33.54 ,11,青海海西州唐古拉地区,4.8
2017/6/3 18:11,103.56 ,38.00 ,15,内蒙古阿拉善盟阿拉善左旗,5
2017/5/16 7:12,121.49 ,23.31 ,10,台湾台东县,5.6
2017/5/11 5:58,75.25 ,37.58 ,8,新疆喀什地区塔什库尔干县,5.5
2017/5/9 9:54,126.29 ,24.47 ,20,琉球群岛,6
2017/5/4 13:40,104.87 ,28.19 ,10,四川宜宾市珙县,4.9
2017/4/30 9:57,121.80 ,21.43 ,90,台湾台东县海域,5
2017/4/4 23:07,85.06 ,47.20 ,5,哈萨克斯坦,5.4
2017/3/27 7:55,99.80 ,25.89 ,12,云南大理州漾濞县,5.1
2017/3/27 7:40,99.83 ,25.87 ,12,云南大理州漾濞县,4.7
2017/2/11 1:12,120.20 ,22.85 ,20,台湾高雄市,5.6
2017/2/8 19:11,103.36 ,27.07 ,10,云南昭通市鲁甸县,4.9
2017/2/1 18:07,83.34 ,30.67 ,8,西藏日喀则市仲巴县,5
2017/1/28 2:46,104.72 ,28.09 ,11,四川宜宾市筠连县,4.9
2017/1/20 17:54,76.73 ,38.20 ,7,新疆喀什地区莎车县,4.8
2017/1/4 22:12,83.77 ,30.60 ,9,西藏日喀则市仲巴县,4.7
2016/12/27 8:17,105.60 ,29.47 ,10,重庆荣昌区,4.8
2016/12/20 18:04,84.81 ,37.25 ,9,新疆巴音郭楞州且末县,5.8
2016/12/15 22:14,121.26 ,22.86 ,5,台湾台东县海域,5.1
2016/12/14 16:14,90.15 ,38.50 ,5,新疆巴音郭楞州若羌县,5
2016/12/8 13:15,86.35 ,43.83 ,6,新疆昌吉州呼图壁县,6.2
2016/12/5 5:34,92.31 ,32.32 ,5,西藏那曲市聂荣县,5.1
2016/11/30 20:04,121.39 ,22.78 ,11,台湾台东县海域,5
2016/11/28 7:35,86.51 ,27.59 ,8,尼泊尔,5.1
2016/11/26 17:23,74.25 ,39.14 ,7,新疆克孜勒苏州阿克陶县,5
2016/11/25 22:24,74.04 ,39.27 ,10,新疆克孜勒苏州阿克陶县,6.7
2016/11/25 22:18,73.91 ,39.19 ,4,新疆克孜勒苏州阿克陶县,4.8
2016/11/25 5:55,122.38 ,24.14 ,19,台湾花莲县海域,5.2
2016/11/18 5:45,96.10 ,32.59 ,5,青海玉树州囊谦县,4.8
2016/11/12 6:25,122.43 ,24.11 ,20,台湾花莲县海域,4.7
2016/10/25 12:45,121.36 ,22.71 ,10,台湾台东县海域,4.8
2016/10/17 15:14,94.93 ,32.81 ,9,青海玉树州杂多县,6.2
2016/10/6 23:51,121.38 ,22.60 ,20,台湾台东县海域,5.9
2016/9/23 1:23,99.61 ,30.10 ,16,四川甘孜州理塘县,5.1
2016/9/23 0:47,99.64 ,30.09 ,19,四川甘孜州理塘县,4.9
2016/8/13 2:00,78.23 ,40.69 ,6,新疆克孜勒苏州阿合奇县,4.7
2016/7/31 17:18,111.56 ,24.08 ,10,广西梧州市苍梧县,5.4
2016/6/29 5:38,73.29 ,39.46 ,7,吉尔吉斯斯坦,5.5
2016/6/26 19:17,73.40 ,39.43 ,10,吉尔吉斯斯坦,6.7
2016/6/20 2:20,120.72 ,20.61 ,10,南海海域,4.9
2016/5/31 13:23,122.41 ,25.43 ,239,台湾新北市海域,6.2
2016/5/22 10:05,87.59 ,28.41 ,6,西藏日喀则市定日县,5.3
2016/5/22 9:48,87.60 ,28.36 ,10,西藏日喀则市定结县,5.3
2016/5/18 0:48,99.53 ,26.10 ,15,云南大理州云龙县,5
2016/5/14 11:32,121.71 ,24.23 ,10,台湾花莲县海域,4.7
2016/5/13 16:24,121.98 ,24.78 ,6,台湾宜兰县海域,5
2016/5/12 12:29,122.02 ,24.77 ,15,台湾宜兰县海域,5.8
2016/5/12 11:17,122.00 ,24.71 ,15,台湾宜兰县海域,6.2
2016/5/11 9:15,94.94 ,32.00 ,7,西藏昌都市丁青县,5.5
2016/5/4 17:23,103.22 ,23.27 ,10,云南红河州个旧市,4.7
2016/4/28 2:19,121.30 ,23.26 ,8,台湾花莲县,5.2
2016/4/27 23:27,121.83 ,24.26 ,6,台湾花莲县海域,4.9
2016/4/27 23:17,121.71 ,24.22 ,8,台湾花莲县海域,5.6
2016/4/26 2:13,121.04 ,21.16 ,7,台湾屏东县海域,4.8
2016/3/21 11:29,98.22 ,40.27 ,20,甘肃酒泉市金塔县,4.7
2016/2/23 8:33,95.06 ,31.91 ,6,西藏昌都市丁青县,4.7
2016/2/18 9:09,120.88 ,23.04 ,10,台湾台东县,5
2016/2/11 21:10,82.55 ,43.55 ,8,新疆伊犁州新源县,5
2016/2/9 8:47,121.77 ,23.92 ,6,台湾花莲县海域,5.3
2016/2/6 3:57,120.54 ,22.94 ,15,台湾高雄市,6.7
2016/2/2 22:19,123.45 ,25.41 ,200,先岛群岛以北海域,6.2
